ID,Title,Year,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors,Type
14740,The Unauthorised Biography of Johnny Cash,2005,,7.0,0,0,1,0,,0
14741,Going Down,2003,18.0,4.0,0,0,1,0,Charles Chaplin,0
14742,"Jungledyret Hugo: Fræk, flabet og fri",2007,,4.7,0,0,1,0,"Jørgen Lerdam,Flemming Quist Møller,Anders Sørensen",0
14743,Day of the Nightmare,1965,,4.6,0,0,1,0,John A. Bushelman,0
14744,Flight of Fury,2007,18.0,3.5,0,0,1,0,Michael Keusch,0
14745,Atom Age Vampire,1960,,3.8,0,0,1,0,Anton Giulio Majano,0
14746,Puss in Boots,1993,,5.0,0,0,1,0,Chris Miller,0
14747,Aftershock,1990,18.0,4.1,0,0,1,0,Nicolás López,0
14748,The Young Land,1959,,5.4,0,0,1,0,Ted Tetzlaff,0
14749,Honeymoon Limited,1935,,5.5,0,0,1,0,Arthur Lubin,0
14750,Blank Generation,1980,,4.9,0,0,1,0,Ulli Lommel,0
14751,Mysteria,2011,,3.8,0,0,1,0,Robert Allen Schnitzer,0
14752,Robot Wars,2016,,2.3,0,0,1,0,Albert Band,0
14753,Jingles the Clown,2009,,4.4,0,0,1,0,Tommy Brunswick,0
14754,Mason of the Mounted,1932,,5.3,0,0,1,0,Harry L. Fraser,0
14755,Cat Girl,1957,,5.3,0,0,1,0,Alfred Shaughnessy,0
14756,Til Love Comes,2017,13.0,5.4,0,0,1,0,Jay Williams,0
14757,Good Night,2013,,5.7,0,0,1,0,Conor Allyn,0
14758,$elfie Shootout,2016,16.0,3.4,0,0,1,0,"Giorgio Daveed,Ron Jackson",0
14759,Scathing,2016,18.0,3.4,0,0,1,0,Joseph Mazzaferro,0
14760,It's Rhys Darby Night!,2011,,6.4,0,0,1,0,,0
14761,Eunuch of the Western Palace,1979,,6.0,0,0,1,0,Wu Ma,0
14762,The Choppers,1961,,5.1,0,0,1,0,Leigh Jason,0
14763,Invincible Obsessed Fighter,1983,,5.0,0,0,1,0,"Jeong-yong Kim,Tomas Tang",0
14764,Buddies In India,2017,,3.6,0,0,1,0,Baoqiang Wang,0
14765,The Adonis Factor,2010,,5.1,0,0,1,0,Christopher Hines,0
14766,Wasteland,2011,,2.6,0,0,1,0,Rowan Athale,0
14767,Backslasher,2012,18.0,2.5,0,0,1,0,Tim Cowles,0
14768,Englewood: The Growing Pains in Chicago,2011,,6.7,0,0,1,0,William L. Cochran,0
14769,Nam Angels,1989,18.0,5.2,0,0,1,0,Cirio H. Santiago,0
14770,The Fury of the Wolf Man,1972,7.0,3.6,0,0,1,0,José María Zabalza,0
14771,The Invisible Men,2012,,6.7,0,0,1,0,Yariv Mozer,0
14772,Hayride,2012,,3.4,0,0,1,0,Terron R. Parsons,0
14773,Aladdin and the Adventure of All Time,2000,7.0,3.1,0,0,1,0,Cirio H. Santiago,0
14774,The Cat In The Hat Knows A Lot About Space!,2017,7.0,4.1,0,0,1,0,Paul Hunt,0
14775,The Road to Hollywood,1947,7.0,4.8,0,0,1,0,Hal Walker,0
14776,The Unfolding,2016,18.0,3.7,0,0,1,0,Eugene McGing,0
14777,Operation Christmas List,2015,,4.8,0,0,1,0,Justin G. Dyck,0
14778,Project: Galaxy,2017,,2.7,0,0,1,0,James Randall,0
14779,Replikator,1994,18.0,2.8,0,0,1,0,Richard Linklater,0
14780,Exhumed,2011,,5.0,0,0,1,0,Dario Argento,0
14781,Heaven Before I Die,1997,7.0,4.1,0,0,1,0,Izidore K. Musallam,0
14782,Tsunambee,2017,,2.0,0,0,1,0,"Milko Davis,Thomas Martwick",0
14783,Six Reasons Why,2008,18.0,2.7,0,0,1,0,"Jeff Campagna,Matthew Campagna",0
14784,The Eleventh Commandment,1933,,6.0,0,0,1,0,Michael Anderson,0
14785,"Ready, Willing & Able",1999,18.0,4.5,0,0,1,0,Jenni Gold,0
14786,Booster,2012,,4.9,0,0,1,0,Matt Ruskin,0
14787,Women of Devil's Island,1962,,4.2,0,0,1,0,Domenico Paolella,0
14788,Bunnyman Vengeance,2017,,2.9,0,0,1,0,Carl Lindbergh,0
14789,CyberTracker,1994,18.0,3.8,0,0,1,0,Richard Pepin,0
14790,William and Kate: A First Anniversary Celebration,2012,,6.7,0,0,1,0,,0
14791,Where Jesus Walked,2005,,7.2,0,0,1,0,Rolf Forsberg,0
14792,You Can't Kill Stephen King,2012,,3.7,0,0,1,0,"Ronnie Khalil,Monroe Mann,Jorge Valdés-Iga",0
14793,Broken Mile,2017,18.0,4.2,0,0,1,0,Justin McConnell,0
14794,Diamond Trail,1933,,5.6,0,0,1,0,Harry L. Fraser,0
14795,The Hanged Man,1974,,5.5,0,0,1,0,Manuel Gómez Pereira,0
14796,After the Wizard,2012,,2.8,0,0,1,0,Hugh Gross,0
14797,Seven Deadly Words,2013,7.0,5.6,0,0,1,0,Doc Benson,0
14798,Blood Reunion,2012,,4.7,0,0,1,0,Jim DeVault,0
14799,Church: The Movie,2010,7.0,5.7,0,0,1,0,"Foster V. Corder,Cory King",0
14800,Imprisoned By Love,2013,,6.1,0,0,1,0,Michael Angelo,0
14801,The Beast of the Yellow Night,1971,18.0,3.2,0,0,1,0,Eddie Romero,0
14802,Encounter at Raven's Gate,1988,18.0,5.4,0,0,1,0,Rolf de Heer,0
14803,Bunker of the Dead,2016,18.0,3.8,0,0,1,0,Matthias Olof Eich,0
14804,Invasion Of The Animal People,1959,,3.9,0,0,1,0,Virgil W. Vogel,0
14805,Down 'n Dirty,2001,18.0,3.7,0,0,1,0,Fred Williamson,0
14806,Dixie Jamboree,1944,,4.6,0,0,1,0,Christy Cabanne,0
14807,The Kennedy Curse: An Unauthorized Story on the Kennedys,2013,,5.2,0,0,1,0,Marilyn Higgins,0
14808,The Griddle House,2018,,5.4,0,0,1,0,Paul Tomborello,0
14809,Melanie Comarcho: Hello!,2012,18.0,5.1,0,0,1,0,Scott L. Montoya,0
14810,"Alien Paranormal: Bigfoot, UFO's and the Men in Black",2013,16.0,3.5,0,0,1,0,William Burke,0
14811,Atomic Rulers,1965,,3.9,0,0,1,0,"Koreyoshi Akasaka,Teruo Ishii,Akira Mitsuwa",0
14812,Dennis Miller: The Raw Feed,2003,18.0,5.6,0,0,1,0,James Yukich,0
14813,The Movie Out Here,2012,,4.3,0,0,1,0,David Hicks,0
14814,Puss in Boots: A Furry Tail,2011,7.0,2.8,0,0,1,0,Darrell Van Citters,0
14815,"God, Sex & Apple Pie",1998,18.0,4.3,0,0,1,0,Paul Leaf,0
14816,The Hookers,1967,,4.7,0,0,1,0,Jalo Miklos Horthy,0
14817,"Hollywood Heaven: Tragic Lives, Tragic Deaths",1990,,5.9,0,0,1,0,Sandy Oliveri,0
14818,Story of Eva,2015,,3.2,0,0,1,0,Tom Woodbeck,0
14819,Tommy and the Cool Mule,2009,7.0,3.8,0,0,1,0,Andrew Stevens,0
14820,No Boundaries,2009,18.0,5.4,0,0,1,0,,0
14821,Rita Rudner and 3 Potential Ex-Husbands,2012,18.0,5.8,0,0,1,0,Scott L. Montoya,0
14822,Ghosts on the Loose,1943,,5.1,0,0,1,0,William Beaudine,0
14823,Uncommon Law,2015,,5.1,0,0,1,0,Brian Work,0
14824,La Paz,2013,,6.1,0,0,1,0,Santiago Loza,0
14825,The Gene Doctors,2017,,5.8,0,0,1,0,Rob Whittlesey,0
14826,Lancelot and Guinevere,1963,,5.8,0,0,1,0,Cornel Wilde,0
14827,Gunsight Ridge,1957,,6.4,0,0,1,0,Francis D. Lyon,0
14828,Hard Ride to Hell,2010,,3.8,0,0,1,0,Penelope Buitenhuis,0
14829,Hit & Stay,2013,,6.5,0,0,1,0,"Skizz Cyzyk,Joe Tropea",0
14830,"30,000 Leagues Under The Sea",2007,7.0,2.8,0,0,1,0,Gabriel Bologna,0
14831,Where Birds Don't Fly,2017,,4.3,0,0,1,0,Alek Gearhart,0
14832,Not Scared to Die,1973,18.0,4.5,0,0,1,0,Mu Chu,0
14833,Hellweek,2010,,2.0,0,0,1,0,Eddie Lengyel,0
14834,Son of Ingagi,1940,,3.9,0,0,1,0,Richard C. Kahn,0
14835,The Back-up Bride,2011,,3.8,0,0,1,0,Ana Zins,0
14836,The Devil Plays,1931,,5.2,0,0,1,0,Richard Thorpe,0
14837,WE: A Collection of Individuals,2012,,6.2,0,0,1,0,"Peter Alport,Cody Carter",0
14838,The 9/11 Commission Report,2006,18.0,3.0,0,0,1,0,Leigh Scott,0
14839,Space Monster DEMEKING,2009,,4.8,0,0,1,0,Kôtarô Terauchi,0
14840,Silent Retreat,2016,18.0,3.6,0,0,1,0,Todd Strauss-Schulson,0
14841,Lost in the Stratosphere,1934,,4.4,0,0,1,0,Melville W. Brown,0
14842,Confess,2005,18.0,5.0,0,0,1,0,,0
14843,Prescient,2015,,4.7,0,0,1,0,Hann-Shi Lem,0
14844,Cage Fight,2012,,4.7,0,0,1,0,Enrique Murillo,0
14845,Wallaby Jim of the Islands,1937,,5.0,0,0,1,0,Charles Lamont,0
14846,The President's Mistress,1978,,4.7,0,0,1,0,John Llewellyn Moxey,0
14847,Porches and Private Eyes,2016,,4.3,0,0,1,0,Travis Mills,0
14848,What Is New Thought?,2014,,5.6,0,0,1,0,Jon Miller,0
14849,Warriors of the Sacred Temple,1977,,5.8,0,0,1,0,Chung Ting,0
14850,Outrighteous,2008,,4.4,0,0,1,0,Jill Maxcy,0
14851,Freerunner,2011,18.0,3.6,0,0,1,0,Lawrence Silverstein,0
14852,Fangs of the Wild,1939,,5.2,0,0,1,0,Raymond K. Johnson,0
14853,My Life Over the Top,2015,,7.0,0,0,1,0,Curtis Elerson,0
14854,Interplanetary,2009,13.0,4.6,0,0,1,0,Chance Shirley,0
14855,4 Dead Girls: The Soul Taker,2012,18.0,2.4,0,0,1,0,"Mike Campbell,Todd Johnson",0
14856,Disconnect. Reconnect,2013,,3.8,0,0,1,0,David Matthew Weese,0
14857,No Tell Motel,2012,,3.5,0,0,1,0,Brett Donowho,0
14858,Running For Jim,2014,,5.9,0,0,1,0,"Robin Hauser,Dan Noyes,David L. Brown",0
14859,The Good Shepherd,2004,13.0,5.1,0,0,1,0,Robert De Niro,0
14860,Mulberry Stains,2012,,6.1,0,0,1,0,Tony Villalobos,0
14861,Murder with Music,1941,,3.9,0,0,1,0,Charles Reisner,0
14862,Hypothermia,2012,,3.9,0,0,1,0,James Felix McKenney,0
14863,Alien Predator,2018,,1.7,0,0,1,0,Rob Pallatina,0
14864,Adventures of a Teenage Dragonslayer,2010,7.0,3.2,0,0,1,0,Andrew Lauer,0
14865,Mutantis,2014,,6.3,0,0,1,0,Kelly Trigo,0
14866,Eternal Evil,1985,18.0,3.6,0,0,1,0,Martin Campbell,0
14867,Dead 7,2016,16.0,3.1,0,0,1,0,Danny Roew,0
14868,A Swingin' Summer,1965,,4.9,0,0,1,0,Robert Sparr,0
14869,Moonfire,1973,7.0,4.8,0,0,1,0,Kasper Juhl,0
14870,Heart of Stone,2009,,7.9,0,0,1,0,Klaus Menzel,0
14871,Unhallowed Ground,2015,,3.4,0,0,1,0,Russell England,0
14872,Road to Hell,2017,,4.6,0,0,1,0,David Semel,0
14873,Her Cry: La Llorona Investigation,2013,,3.7,0,0,1,0,Damir Catic,0
14874,Ex$pendable,2010,,5.0,0,0,1,0,"Frank E. Jackson Jr.,Eric Lowe",0
14875,Lazarus: Apocalypse,2014,,5.1,0,0,1,0,Thomas J. Churchill,0
14876,Naanna Nenu Naa Boyfriends,2016,,4.6,0,0,1,0,Bhaskar Bandi,0
14877,The Cradle,2007,18.0,4.1,0,0,1,0,Tim Brown,0
14878,Vampiro,2009,,3.1,0,0,1,0,Carl Theodor Dreyer,0
14879,Drums in the Deep South,1951,7.0,5.8,0,0,1,0,William Cameron Menzies,0
14880,The Touch of the Master's Hand,1987,,7.4,0,0,1,0,T.C. Christensen,0
14881,The Wild Women of Wongo,1958,,2.3,0,0,1,0,James L. Wolcott,0
14882,"Guru, the Mad Monk",1970,18.0,3.7,0,0,1,0,Andy Milligan,0
14883,The Big Wheel,1949,,5.6,0,0,1,0,Edward Ludwig,0
14884,Shadow Run,1998,16.0,4.2,0,0,1,0,Geoffrey Reeve,0
14885,Season Of A Lifetime,2012,,6.7,0,0,1,0,Richard A. Cohen,0
14886,Youth on Parade,1942,,5.2,0,0,1,0,Albert S. Rogell,0
14887,The Real History Channel: Is Trump for Real?,2018,,2.8,0,0,1,0,,0
14888,One By One,2016,,3.0,0,0,1,0,Robert Enrico,0
14889,Please Be Normal,2015,,5.4,0,0,1,0,Haik Kocharian,0
14890,Testa di sbarco per otto implacabili,1968,,5.0,0,0,1,0,Alfonso Brescia,0
14891,Kush,2007,18.0,3.7,0,0,1,0,Shubhashish Bhutiani,0
14892,Fatal Conflict,2000,18.0,3.6,0,0,1,0,Lloyd A. Simandl,0
14893,Hit Parade,2010,,4.8,0,0,1,0,Peter H. Hunt,0
14894,Vellipomakey,2017,,6.7,0,0,1,0,Mohammed Ali,0
14895,The Crawling Hand,1963,,3.0,0,0,1,0,Herbert L. Strock,0
14896,Thru: The Hereafter Remains Unknown,2017,,5.7,0,0,1,0,Joe Lazenby,0
14897,The Fighting Deputy,1937,,5.0,0,0,1,0,Sam Newfield,0
14898,Heer & Hero,2013,,5.1,0,0,1,0,Sagar S. Sharma,0
14899,The Cholesterol Question,2014,,6.3,0,0,1,0,Michael McNamara,0
14900,Between Heaven and Ground Zero,2012,,4.5,0,0,1,0,André van Heerden,0
14901,Too Sane for This World,2011,,6.3,0,0,1,0,William Davenport,0
14902,Those Three,2007,,7.0,0,0,1,0,Naghi Nemati,0
14903,The Real Death Star,2002,,6.7,0,0,1,0,David McNab,0
14904,Don't Touch If You Ain't Prayed,2005,13.0,2.7,0,0,1,0,Larry Flash Jenkins,0
14905,Living & Dying,2007,18.0,3.9,0,0,1,0,Jon Keeyes,0
14906,The October Flowers,2018,,4.6,0,0,1,0,Clay Moffatt,0
14907,Checkmate,2015,,2.8,0,0,1,0,Timothy Woodward Jr.,0
14908,UKM: The Ultimate Killing Machine,2006,,3.1,0,0,1,0,David Mitchell,0
14909,Fist 2 Fist,2011,18.0,3.4,0,0,1,0,Jino Kang,0
14910,Hell Is Full,2010,,4.0,0,0,1,0,Steve Hudgins,0
14911,Five-O,2016,,4.7,0,0,1,0,Derek Scott,0
14912,Drinking Games,2012,,4.8,0,0,1,0,Hayward Winston Suggs,0
14913,Bottom Feeder,2008,,4.2,0,0,1,0,Randy Daudlin,0
14914,The Windsplitter,1971,,5.3,0,0,1,0,J.D. Feigelson,0
14915,R&B Chick,2008,,5.0,0,0,1,0,Ruy Valverde,0
14916,The Bible VS. Joseph Smith,2009,,5.5,0,0,1,0,Joel P. Kramer,0
14917,Wagonmasters,2014,,6.6,0,0,1,0,"Sam Smartt,Christopher Zaluski",0
14918,The Surge: The Whole Story,2009,,6.6,0,0,1,0,Bruce Van Dusen,0
14919,Loni Love: America's Sister,2010,,6.6,0,0,1,0,Manny Rodriguez,0
14920,SuperTornado: Anatomy of a Megadisaster,2015,7.0,6.6,0,0,1,0,,0
14921,Hell Mountain,2017,,4.0,0,0,1,0,Jesse Pomeroy,0
14922,Raiders of Sunset Pass,1943,,6.2,0,0,1,0,John English,0
14923,2012: Supernova,2009,7.0,2.2,0,0,1,0,Anthony Fankhauser,0
14924,"One Down, Two to Go",1982,18.0,4.7,0,0,1,0,Fred Williamson,0
14925,Ransom Money,1970,,4.2,0,0,1,0,Dewitt Lee,0
14926,Occult Angel,2018,,3.8,0,0,1,0,Andy Roberts,0
14927,Nick Cannon Mr. Showbiz,2011,18.0,4.3,0,0,1,0,Jay Karas,0
14928,Fighting Caravans,1931,,5.8,0,0,1,0,"Otto Brower,David Burton",0
14929,Big Time Or Bust,1933,,5.7,0,0,1,0,Sam Newfield,0
14930,Lazy Lama,2012,,6.0,0,0,1,0,Niko von Glasow,0
14931,Killer Elephants,1976,,4.6,0,0,1,0,Kom Akkadej,0
14932,Uuf Kya Jadoo Mohobbat Hai,2004,7.0,4.9,0,0,1,0,Manoj J. Bhatia,0
14933,Demented Death Farm Massacre,1971,18.0,2.7,0,0,1,0,Brad Jones,0
14934,Dark Space,2013,16.0,3.7,0,0,1,0,Emmett Callinan,0
14935,Law of the Timber,1941,,5.6,0,0,1,0,Bernard B. Ray,0
14936,Kate: The Making of a Modern Queen,2017,,6.5,0,0,1,0,"Vance Goodwin,Adrian Munsey",0
14937,In Search of the Titanic,2004,7.0,1.9,0,0,1,0,Kim J. Ok,0
14938,Sid the Science Kid: The Movie,2013,7.0,4.8,0,0,1,0,Kirk R. Thatcher,0
14939,Traitor's Heart,1999,18.0,3.9,0,0,1,0,Danny Lerner,0
14940,Western Gold,1937,,6.0,0,0,1,0,Alex Savage,0
14941,Hot Tamales Live,2010,18.0,6.0,0,0,1,0,Scott L. Montoya,0
14942,Secret Valley,1937,,6.0,0,0,1,0,,0
14943,Jeff Garcia: The Ten Dollar Ticket,2009,,5.1,0,0,1,0,Steve Race,0
14944,He Is My Brother,1975,7.0,5.9,0,0,1,0,Edward Dmytryk,0
14945,Pleasure,1931,,6.1,0,0,1,0,Jane Campion,0
14946,Hell of Borneo,1967,,4.5,0,0,1,0,George Montgomery,0
14947,Jury of Our Peers,2008,,5.0,0,0,1,0,Ruhkiya S. Williams,0
14948,General Stone,1977,,4.9,0,0,1,0,Hung Tao,0
14949,The Unseen Best Of The Booth Brothers Films,2012,,6.7,0,0,1,0,Philip Adrian Booth,0
14950,Scream Park,2012,18.0,4.1,0,0,1,0,Cary Hill,0
14951,Lizard Man,2012,,4.8,0,0,1,0,Peter Dang,0
14952,Douglas Fairbanks: The Great Swashbuckler,2005,,7.2,0,0,1,0,Lynn Stevenson,0
14953,They Never Come Back,1932,,5.3,0,0,1,0,Fred C. Newmeyer,0
14954,Get the Girl,2009,,3.2,0,0,1,0,Eric England,0
14955,Paparazzi Princess: The Paris Hilton Story,2008,,2.3,0,0,1,0,Terry Ingram,0
14956,Alien Crash at Roswell: The UFO Truth Lost in Time,2013,16.0,4.2,0,0,1,0,Philip Coppens,0
14957,Mulva 2: Kill Teen Ape!,2005,,3.7,0,0,1,0,Chris Seaver,0
14958,Montana Amazon,2013,,4.6,0,0,1,0,Deborah Brock,0
14959,deadend.com,2002,,4.2,0,0,1,0,Wyeth Clarkson,0
14960,Deep in the Darkness,2014,,4.7,0,0,1,0,Colin Theys,0
14961,Slip,2006,,4.6,0,0,1,0,Michel Lang,0
14962,The Million Eyes of Sumuru,1967,,3.5,0,0,1,0,Lindsay Shonteff,0
14963,Running Red,1998,18.0,5.0,0,0,1,0,Jerry P. Jacobs,0
14964,Brando Unauthorized,2011,,3.6,0,0,1,0,Damian Chapa,0
14965,Different Drum,2013,,6.0,0,0,1,0,Kevin Chenault,0
14966,Unlisted Owner,2014,,3.9,0,0,1,0,Jed Brian,0
14967,Eegah,1962,,2.2,0,0,1,0,Arch Hall Sr.,0
14968,Madigan's Millions,1968,7.0,4.3,0,0,1,0,Giorgio Gentili,0
14969,The Manipulator,1971,18.0,3.9,0,0,1,0,Dusty Nelson,0
14970,Jurassic Shark,2012,,1.5,0,0,1,0,Brett Kelly,0
14971,Nero's Golden House,2001,,7.7,0,0,1,0,Phil Grabsky,0
14972,When the Lights Go On Again,1944,,5.5,0,0,1,0,William K. Howard,0
14973,A.I. Assault,2006,18.0,2.8,0,0,1,0,Jim Wynorski,0
14974,Patient Killer,2015,,4.3,0,0,1,0,Casper Van Dien,0
14975,Iron Thunder,1998,,4.1,0,0,1,0,Dirk Campbell,0
14976,HeartChild,2013,,4.7,0,0,1,0,Ben Duffy,0
14977,Zombie Nightmare,1987,18.0,2.5,0,0,1,0,"Jack Bravman,John Fasano",0
14978,American Horror House,2012,16.0,3.8,0,0,1,0,Darin Scott,0
14979,"Ride 'em, Cowgirl",1939,,6.1,0,0,1,0,Samuel Diege,0
14980,Broken Trust,2012,7.0,5.0,0,0,1,0,James Bridges,0
14981,Eye of the Eagle,1987,18.0,4.5,0,0,1,0,Cirio H. Santiago,0
14982,To Hell with a Bullet,2013,,4.1,0,0,1,0,Vick Wright,0
14983,Dracula 3000,2004,18.0,2.1,0,0,1,0,Darrell Roodt,0
14984,Hijack,1999,18.0,4.2,0,0,1,0,John Guillermin,0
14985,The Deadly Strands,2013,,4.6,0,0,1,0,"Xiao-Ou Zhao,Xiao-Xi Zhao",0
14986,Ram Ratan,2017,,3.9,0,0,1,0,Govind Sakariya,0
14987,Disorder,2006,18.0,5.5,0,0,1,0,Alice Winocour,0
14988,Cyxork 7,2006,,4.2,0,0,1,0,John Huff,0
14989,Raised by Wolves,2014,,3.7,0,0,1,0,,0
14990,The Frost,2009,,5.1,0,0,1,0,Ferran Audí,0
14991,King of the Lost World,2005,18.0,2.4,0,0,1,0,Leigh Scott,0
14992,The Monster Walks,1932,,4.1,0,0,1,0,Frank R. Strayer,0
14993,Up and Down,1993,,6.9,0,0,1,0,Jan Hrebejk,0
14994,Entry Level,2007,,5.7,0,0,1,0,Douglas Horn,0
14995,Big Baby,2015,,4.5,0,0,1,0,Randal Kleiser,0
14996,Field Freak,2016,,3.1,0,0,1,0,Stephen Folker,0
14997,Lacchimdeviki O Lekkundi,2016,7.0,5.3,0,0,1,0,Jagadish Talasila,0
14998,Gathering of Heroes: Legend of the Seven Swords,2018,,4.2,0,0,1,0,"Mark Steven Grove,Jon Firestone",0
14999,The Landlord,2009,18.0,4.4,0,0,1,0,Victor Zarcoff,0
15000,Rhapsody,2001,18.0,4.3,0,0,1,0,Stanley Kubrick,0
15001,Princess of Mars,2009,7.0,3.1,0,0,1,0,Mark Atkins,0
15002,The Yank,2014,16.0,4.5,0,0,1,0,Lexi Alexander,0
15003,The Getaway,2020,18.0,,0,0,1,0,Sam Peckinpah,0
15004,Assumed Killer,2013,,3.5,0,0,1,0,Bernard Salzmann,0
15005,Stalker,2010,18.0,4.4,0,0,1,0,Andrei Tarkovsky,0
15006,The Gate: Dawn of the Bahá’í Faith,2018,,2.9,0,0,1,0,Bob Hercules,0
15007,Beautiful Destroyer,1986,,7.5,0,0,1,0,"Christopher Dorrah,Tracy Wren",0
15008,UnDivided,2013,7.0,7.5,0,0,1,0,Sam Martin,0
15009,Uphill Battle,2014,16.0,5.3,0,0,1,0,Amy Kenney,0
15010,Beau Revel,1921,,5.3,0,0,1,0,John Griffith Wray,0
15011,Dead Shadows,2012,,3.7,0,0,1,0,David Cholewa,0
15012,The Last Sect,2006,16.0,3.6,0,0,1,0,Jonathan Dueck,0
15013,Minesweeper,1943,,5.2,0,0,1,0,William Berke,0
15014,Devil's Racecourse,2009,,3.8,0,0,1,0,Rick Ganz,0
15015,Drone,2014,,,0,0,1,0,Jason Bourque,0
15016,Disconnected,1983,,4.2,0,0,1,0,Gorman Bechard,0
15017,Showdown at Area 51,2007,18.0,3.3,0,0,1,0,C. Roma,0
15018,Summertime Christmas,2010,,4.0,0,0,1,0,Andrew von Ehrenkrook,0
15019,The Forgotten Bomb,2012,,6.0,0,0,1,0,Stuart Overbey,0
15020,Blood of Dracula,1957,,4.4,0,0,1,0,Herbert L. Strock,0
15021,Christmas Spirit,2012,7.0,3.6,0,0,1,0,David DeCoteau,0
15022,The Scratch,2009,,3.3,0,0,1,0,Jorge Suarez,0
15023,Secret Of Shaolin Kung Fu,1979,,5.8,0,0,1,0,"Jen-Tao Chang,Shao-Peng Chen",0
15024,The Occupants,2014,,3.7,0,0,1,0,Todd Alcott,0
15025,Fast Zombies with Guns,2009,,2.2,0,0,1,0,Bennie Woodell,0
15026,Bruce Lee Fights Back from the Grave,1976,18.0,3.6,0,0,1,0,Doo-yong Lee,0
15027,Dead in the Water,2006,,3.7,0,0,1,0,Sheldon Wilson,0
15028,Hav Faith,2016,,6.3,0,0,1,0,Howard Bell IV,0
15029,The Demonic Tapes,2017,,3.6,0,0,1,0,Richard Mansfield,0
15030,Missed Connections,2012,,5.3,0,0,1,0,Jessica Janos,0
15031,Airplane vs Volcano,2014,13.0,2.5,0,0,1,0,"James Kondelik,Jon Kondelik",0
15032,Prime of Your Life,2010,,5.0,0,0,1,0,Kelly L. King,0
15033,Dragon Fighter,2003,18.0,3.4,0,0,1,0,Roland Joffé,0
15034,Bloody Bloody Bible Camp,2012,,4.7,0,0,1,0,Vito Trabucco,0
15035,Point 453,2017,,7.1,0,0,1,0,Ethan Paisley,0
15036,Romans Road,2012,,7.1,0,0,1,0,Helen Gibson,0
15037,Sherlock Holmes and the Sign of Four,1983,,6.1,0,0,1,0,Graham Cutts,0
15038,Moola,2007,13.0,5.1,0,0,1,0,Don Most,0
15039,Blood Myth,2020,,3.1,0,0,1,0,"Sean Brown,Luke Gosling",0
15040,Swarm of the Snakehead,2006,,3.5,0,0,1,0,"Frank Lama,Joel Denning",0
15041,Reckless Decision,1933,,4.7,0,0,1,0,John W. Noble,0
15042,Panzer Chocolate,2013,18.0,3.5,0,0,1,0,Robert Figueras,0
15043,Double Crossed,2010,,3.2,0,0,1,0,Roger Young,0
15044,The Curse of Robert the Doll,2016,,3.5,0,0,1,0,Andrew Jones,0
15045,Infected,2012,18.0,2.8,0,0,1,0,Neil Mcenery-West,0
15046,The Guy with Secret Kung Fu,1981,,3.8,0,0,1,0,Chi Lo,0
15047,Double Tap,2011,,5.2,0,0,1,0,Greg Yaitanes,0
15048,The West Wittering Affair,2006,,3.9,0,0,1,0,David Scheinmann,0
15049,Watch Phoenix Rise,2014,,3.6,0,0,1,0,Ramasses Head,0
15050,The Fat Spy,1966,,2.7,0,0,1,0,Joseph Cates,0
15051,Colorado Kid,1937,,5.3,0,0,1,0,Earl Bellamy,0
15052,How 2 Build A Rapper,2008,,5.3,0,0,1,0,"Cetre Pegues,Lewis T. Powell",0
15053,Chained for Life,1952,,4.2,0,0,1,0,Aaron Schimberg,0
15054,Cold Blood Canyon,2007,13.0,4.1,0,0,1,0,Alec Tuckman,0
15055,Let There Be Zombies,2014,,3.0,0,0,1,0,Andrew Patterson,0
15056,Deadly Target,1994,18.0,5.3,0,0,1,0,Kevin Carraway,0
15057,Martin Clunes: Last Lemur Standing,2012,,7.3,0,0,1,0,Dominic Ozanne,0
15058,The Passions of Howard Hughes,2004,,7.3,0,0,1,0,Mark McLaughlin,0
15059,Hard Time Bus,2014,,7.3,0,0,1,0,Dean Charles,0
15060,Beyond Bengal,1934,,5.2,0,0,1,0,Harry Schenck,0
15061,Indian Comedy Tour,2010,,5.7,0,0,1,0,Iqbal Hans,0
15062,Drive-In Movie Memories,2001,,7.5,0,0,1,0,Kurt Kuenne,0
15063,Wrath of the Crows,2013,,4.5,0,0,1,0,Ivan Zuccon,0
15064,The Good Wifey,2012,,5.5,0,0,1,0,T.A. Williams,0
15065,Fortune Cookie Prophecies,2011,18.0,3.9,0,0,1,0,Henry Li,0
15066,Cowboys & Indians,2011,13.0,2.4,0,0,1,0,"Aaron Burk,Tyler Burk",0
15067,Army of Frankensteins,2013,,2.8,0,0,1,0,Ryan Bellgardt,0
15068,King Solomon's Treasure,1979,,4.2,0,0,1,0,Alvin Rakoff,0
15069,Too Saved,2007,,4.3,0,0,1,0,"Shuaib Muhammed Kedar,Shuaib Mitchell",0
15070,Loose Shoes,1980,18.0,4.8,0,0,1,0,Ira Miller,0
15071,Fashion Model,1945,,5.3,0,0,1,0,William Beaudine,0
15072,Shark Exorcist,2016,,1.3,0,0,1,0,Donald Farmer,0
15073,You People,2010,,5.9,0,0,1,0,Laron M. Chapman,0
15074,Skeleton Crew,2009,18.0,3.5,0,0,1,0,,0
15075,Chat,2015,18.0,2.8,0,0,1,0,Boris Wexler,0
15076,Desert Commandos,1967,7.0,5.1,0,0,1,0,Umberto Lenzi,0
